дата_завалки,дата_вывалки,номер_клетки,положение_в_клети,номер_валка,износ
2018-01-02 08:19:26,2018-01-02 11:54:03,9,верх,339,1.1474339424875204
2018-01-02 08:19:26,2018-01-02 11:54:03,10,верх,123,1.3563571711613198
2018-01-02 08:19:26,2018-01-02 11:54:03,8,верх,110,0.8877836721097341
2018-01-02 12:08:32,2018-01-02 15:17:38,12,низ,209,0.7632765997534252
2018-01-02 12:08:32,2018-01-02 15:17:38,12,верх,172,0.6474776314747552
2018-01-02 12:08:32,2018-01-02 15:17:38,11,низ,481,1.2378747348334054
2018-01-02 12:08:32,2018-01-02 15:17:38,11,верх,486,0.6465731858716729
2018-01-02 12:08:32,2018-01-02 15:17:38,10,низ,483,0.42436845107531185
2018-01-02 12:08:32,2018-01-02 15:17:38,9,низ,248,1.0120143248254045
2018-01-02 12:08:32,2018-01-02 15:17:38,9,верх,428,0.8501414897330916
2018-01-02 12:08:32,2018-01-02 15:17:38,8,низ,144,0.9885407993550581
2018-01-02 12:08:32,2018-01-02 15:17:38,8,верх,425,1.133858342718291
2018-01-02 12:08:32,2018-01-02 15:17:38,10,верх,113,1.1333381819420987
2018-01-02 15:29:34,2018-01-02 18:16:20,11,верх,160,0.646923747809494
2018-01-02 15:29:34,2018-01-02 18:16:20,12,низ,47,0.3991423849614741
2018-01-02 15:29:34,2018-01-02 18:16:20,12,верх,45,0.5551301198033809
2018-01-02 15:29:34,2018-01-02 18:16:20,11,низ,94,0.755559762415262
2018-01-02 15:29:34,2018-01-02 18:16:20,10,низ,466,0.6509805614895458
2018-01-02 15:29:34,2018-01-02 18:16:20,10,верх,323,0.8342635480272039
2018-01-02 15:29:34,2018-01-02 18:16:20,9,низ,351,0.5829829877404249
2018-01-02 15:29:34,2018-01-02 18:16:20,9,верх,254,1.0249787010966802
2018-01-02 15:29:34,2018-01-02 18:16:20,8,низ,22,0.9473021202250612
2018-01-02 15:29:34,2018-01-02 18:16:20,8,верх,452,1.0467038543764768
2018-01-02 18:31:33,2018-01-02 21:31:33,12,низ,422,0.32815991841922465
2018-01-02 18:31:33,2018-01-02 21:31:33,12,верх,106,0.08678192189895373
2018-01-02 18:31:33,2018-01-02 21:31:33,11,низ,73,0.5876157205444696
2018-01-02 18:31:33,2018-01-02 21:31:33,11,верх,243,0.049132072218841805
2018-01-02 18:31:33,2018-01-02 21:31:33,10,низ,65,0.7312358848331673
2018-01-02 18:31:33,2018-01-02 21:31:33,10,верх,448,0.907225131139906
2018-01-02 18:31:33,2018-01-02 21:31:33,9,низ,434,0.736704582954919
2018-01-02 18:31:33,2018-01-02 21:31:33,9,верх,271,0.37383422947078276
2018-01-02 18:31:33,2018-01-02 21:31:33,8,низ,366,0.4537338211670221
2018-01-02 18:31:33,2018-01-02 21:31:33,8,верх,326,0.6991417173767407
2018-01-02 21:45:27,2018-01-03 00:44:13,12,верх,115,0.24406490970535893
2018-01-02 21:45:27,2018-01-03 00:44:13,11,низ,39,0.5714332928937246
2018-01-02 21:45:27,2018-01-03 00:44:13,11,верх,59,0.8358589824119751
2018-01-02 21:45:27,2018-01-03 00:44:13,10,низ,114,0.46941273806578726
2018-01-02 21:45:27,2018-01-03 00:44:13,12,низ,344,0.5763083915040805
2018-01-02 21:45:27,2018-01-03 00:44:13,9,низ,199,0.727810887204198
2018-01-02 21:45:27,2018-01-03 00:44:13,9,верх,220,0.9778563123066961
2018-01-02 21:45:27,2018-01-03 00:44:13,8,низ,261,0.8071712946011683
2018-01-02 21:45:27,2018-01-03 00:44:13,8,верх,11,0.8243088889264355
2018-01-02 21:45:27,2018-01-03 00:44:13,10,верх,196,0.07344250236674621
2018-01-03 00:55:28,2018-01-03 05:07:50,12,низ,139,0.3054352946671185
2018-01-03 00:55:28,2018-01-03 05:07:50,12,верх,83,0.478277335825938
2018-01-03 00:55:28,2018-01-03 05:07:50,11,низ,339,0.41388692130181726
2018-01-03 00:55:28,2018-01-03 05:07:50,11,верх,108,0.457381112989269
2018-01-03 00:55:28,2018-01-03 05:07:50,10,низ,452,1.032142856459451
2018-01-03 00:55:28,2018-01-03 05:07:50,10,верх,205,0.7682875030649063
2018-01-03 00:55:28,2018-01-03 05:07:50,9,низ,408,0.8982717295941286
2018-01-03 00:55:28,2018-01-03 05:07:50,9,верх,268,0.9637872613199184
2018-01-03 00:55:28,2018-01-03 05:07:50,8,низ,63,0.4493343752825031
2018-01-03 00:55:28,2018-01-03 05:07:50,8,верх,201,1.0022592938970758
2018-01-03 05:19:35,2018-01-03 09:08:39,12,верх,204,0.5461499113605498
2018-01-03 05:19:35,2018-01-03 09:08:39,11,низ,76,1.2736954191276775
2018-01-03 05:19:35,2018-01-03 09:08:39,11,верх,173,1.0157339971450647
2018-01-03 05:19:35,2018-01-03 09:08:39,10,низ,124,0.7214267232564286
2018-01-03 05:19:35,2018-01-03 09:08:39,12,низ,242,0.21474960839991075
2018-01-03 05:19:35,2018-01-03 09:08:39,9,низ,325,1.374845089506502
2018-01-03 05:19:35,2018-01-03 09:08:39,9,верх,260,0.8896110050815842
2018-01-03 05:19:35,2018-01-03 09:08:39,8,низ,227,1.13472990241975
2018-01-03 05:19:35,2018-01-03 09:08:39,8,верх,488,1.0395591573309622
2018-01-03 05:19:35,2018-01-03 09:08:39,10,верх,120,1.1897985180713668
2018-01-03 09:22:15,2018-01-03 12:23:28,12,верх,240,0.12132439052239458
2018-01-03 09:22:15,2018-01-03 12:23:28,11,низ,42,0.47498875579313315
2018-01-03 09:22:15,2018-01-03 12:23:28,11,верх,363,0.7111930425979888
2018-01-03 09:22:15,2018-01-03 12:23:28,10,низ,65,0.30093809079915196
2018-01-03 09:22:15,2018-01-03 12:23:28,12,низ,80,0.49543562718628587
2018-01-03 09:22:15,2018-01-03 12:23:28,9,низ,445,0.643172244958328
2018-01-03 09:22:15,2018-01-03 12:23:28,9,верх,94,0.5562965720582338
2018-01-03 09:22:15,2018-01-03 12:23:28,8,низ,297,0.6937897516843827
2018-01-03 09:22:15,2018-01-03 12:23:28,8,верх,61,0.65743272009274
2018-01-03 09:22:15,2018-01-03 12:23:28,10,верх,379,0.9891056609305854
2018-01-03 12:35:02,2018-01-03 15:58:05,12,низ,371,0.3992138189781753
2018-01-03 12:35:02,2018-01-03 15:58:05,12,верх,224,0.0
2018-01-03 12:35:02,2018-01-03 15:58:05,11,низ,408,0.7366915538763472
2018-01-03 12:35:02,2018-01-03 15:58:05,11,верх,178,0.7464619871897208
2018-01-03 12:35:02,2018-01-03 15:58:05,10,низ,457,0.6509822836313657
2018-01-03 12:35:02,2018-01-03 15:58:05,10,верх,47,0.6664627364649067
2018-01-03 12:35:02,2018-01-03 15:58:05,9,верх,474,0.8729313760108994
2018-01-03 12:35:02,2018-01-03 15:58:05,8,низ,398,0.9558479454829097
2018-01-03 12:35:02,2018-01-03 15:58:05,8,верх,269,1.0208238254249697
2018-01-03 12:35:02,2018-01-03 15:58:05,9,низ,51,0.9737405812188353
2018-01-03 16:10:23,2018-01-03 19:15:40,11,низ,421,0.928914486514214
2018-01-03 16:10:23,2018-01-03 19:15:40,12,низ,96,0.02066292397062386
2018-01-03 16:10:23,2018-01-03 19:15:40,12,верх,1,0.4842752174339071
2018-01-03 16:10:23,2018-01-03 19:15:40,10,низ,353,0.46035162088458376
2018-01-03 16:10:23,2018-01-03 19:15:40,11,верх,199,0.7710353654537793
2018-01-03 16:10:23,2018-01-03 19:15:40,9,низ,144,0.9354593263378373
2018-01-03 16:10:23,2018-01-03 19:15:40,10,верх,95,0.530929972545332
2018-01-03 16:10:23,2018-01-03 19:15:40,9,верх,53,0.7996360479815089
2018-01-03 16:10:23,2018-01-03 19:15:40,8,низ,6,1.093952619865001
2018-01-03 16:10:23,2018-01-03 19:15:40,8,верх,290,1.5093512564584586
2018-01-03 19:29:04,2018-01-03 23:24:52,12,низ,379,0.7049153372040673
2018-01-03 19:29:04,2018-01-03 23:24:52,12,верх,175,0.6241880951627555
2018-01-03 19:29:04,2018-01-03 23:24:52,11,низ,384,1.1899876044253295
2018-01-03 19:29:04,2018-01-03 23:24:52,11,верх,114,1.1930246051179856
2018-01-03 19:29:04,2018-01-03 23:24:52,10,низ,162,1.0498566931815274
2018-01-03 19:29:04,2018-01-03 23:24:52,10,верх,360,0.8788099991451221
2018-01-03 19:29:04,2018-01-03 23:24:52,9,низ,446,1.1126962106409288
2018-01-03 19:29:04,2018-01-03 23:24:52,9,верх,404,1.033161564358893
2018-01-03 19:29:04,2018-01-03 23:24:52,8,низ,375,0.7736687673862348
2018-01-03 19:29:04,2018-01-03 23:24:52,8,верх,351,0.96192121825152
2018-01-03 23:37:50,2018-01-04 03:02:51,12,низ,437,0.41380154283371995
2018-01-03 23:37:50,2018-01-04 03:02:51,12,верх,368,0.49975851945650634
2018-01-03 23:37:50,2018-01-04 03:02:51,11,низ,114,0.7541496810428907
2018-01-03 23:37:50,2018-01-04 03:02:51,11,верх,185,0.7775100555791518
2018-01-03 23:37:50,2018-01-04 03:02:51,10,низ,31,0.781174093041435
2018-01-03 23:37:50,2018-01-04 03:02:51,10,верх,432,0.765079127532601
2018-01-03 23:37:50,2018-01-04 03:02:51,9,низ,323,0.9026676576117679
2018-01-03 23:37:50,2018-01-04 03:02:51,9,верх,97,0.8260516345178491
2018-01-03 23:37:50,2018-01-04 03:02:51,8,низ,353,0.9058575805975394
2018-01-03 23:37:50,2018-01-04 03:02:51,8,верх,252,0.9830147357062451
2018-01-04 03:14:55,2018-01-04 06:27:24,12,низ,188,0.6300318624726545
2018-01-04 03:14:55,2018-01-04 06:27:24,12,верх,452,0.6213860984976721
2018-01-04 03:14:55,2018-01-04 06:27:24,11,низ,304,0.9644130945506293
2018-01-04 03:14:55,2018-01-04 06:27:24,11,верх,181,0.7689124414824815
2018-01-04 03:14:55,2018-01-04 06:27:24,10,низ,389,0.5197007171158783
2018-01-04 03:14:55,2018-01-04 06:27:24,10,верх,133,0.785096863236984
2018-01-04 03:14:55,2018-01-04 06:27:24,9,низ,21,1.0882760730138306
2018-01-04 03:14:55,2018-01-04 06:27:24,9,верх,485,1.1334381459167628
2018-01-04 03:14:55,2018-01-04 06:27:24,8,низ,420,1.1717046343486703
2018-01-04 03:14:55,2018-01-04 06:27:24,8,верх,265,0.7518442622408185
2018-01-04 06:38:20,2018-01-04 10:27:31,12,верх,224,0.8123205006743979
2018-01-04 06:38:20,2018-01-04 10:27:31,11,низ,8,1.1161475030552734
2018-01-04 06:38:20,2018-01-04 10:27:31,11,верх,311,1.1153327032757685
2018-01-04 06:38:20,2018-01-04 10:27:31,10,низ,414,0.9766743855902061
2018-01-04 06:38:20,2018-01-04 10:27:31,12,низ,95,0.03604170170870491
2018-01-04 06:38:20,2018-01-04 10:27:31,9,низ,162,1.654779745132658
2018-01-04 06:38:20,2018-01-04 10:27:31,9,верх,459,1.2093472161962104
2018-01-04 06:38:20,2018-01-04 10:27:31,8,низ,300,1.318233405979056
2018-01-04 06:38:20,2018-01-04 10:27:31,8,верх,49,1.2341797707480573
2018-01-04 06:38:20,2018-01-04 10:27:31,10,верх,422,0.7923085685732023
2018-01-04 10:42:14,2018-01-04 14:26:01,12,низ,383,0.6522265905053358
2018-01-04 10:42:14,2018-01-04 14:26:01,12,верх,245,0.4357769230364752
2018-01-04 10:42:14,2018-01-04 14:26:01,11,низ,265,0.782606508071764
2018-01-04 10:42:14,2018-01-04 14:26:01,11,верх,202,1.266866652138072
2018-01-04 10:42:14,2018-01-04 14:26:01,10,низ,352,1.212972312333478
2018-01-04 10:42:14,2018-01-04 14:26:01,10,верх,364,1.0029285388222637
2018-01-04 10:42:14,2018-01-04 14:26:01,9,низ,461,1.2695277596974954
2018-01-04 10:42:14,2018-01-04 14:26:01,9,верх,319,1.2940617580205105
2018-01-04 10:42:14,2018-01-04 14:26:01,8,низ,470,0.896505067910264
2018-01-04 10:42:14,2018-01-04 14:26:01,8,верх,54,1.086100670525471
2018-01-04 14:39:29,2018-01-04 18:16:38,12,верх,216,0.4049239411607426
2018-01-04 14:39:29,2018-01-04 18:16:38,11,низ,381,0.7966840107884449
2018-01-04 14:39:29,2018-01-04 18:16:38,11,верх,105,0.4112181779718972
2018-01-04 14:39:29,2018-01-04 18:16:38,10,низ,428,0.7536516226146034
2018-01-04 14:39:29,2018-01-04 18:16:38,12,низ,249,0.55024104626558
2018-01-04 14:39:29,2018-01-04 18:16:38,9,низ,443,1.3459246765578676
2018-01-04 14:39:29,2018-01-04 18:16:38,9,верх,455,0.8510536231791402
2018-01-04 14:39:29,2018-01-04 18:16:38,8,низ,34,1.114151192174502
2018-01-04 14:39:29,2018-01-04 18:16:38,8,верх,243,0.24615548149123723
2018-01-04 14:39:29,2018-01-04 18:16:38,10,верх,178,0.5774680914061607
2018-01-04 18:30:06,2018-01-04 21:44:57,12,верх,46,0.2911649827763011
2018-01-04 18:30:06,2018-01-04 21:44:57,11,низ,272,0.6319787464804283
2018-01-04 18:30:06,2018-01-04 21:44:57,11,верх,361,0.5201485242018721
2018-01-04 18:30:06,2018-01-04 21:44:57,10,низ,368,0.12284174762665634
2018-01-04 18:30:06,2018-01-04 21:44:57,12,низ,122,0.4243690981471544
2018-01-04 18:30:06,2018-01-04 21:44:57,9,низ,423,0.6483984849581299
2018-01-04 18:30:06,2018-01-04 21:44:57,9,верх,307,0.3436747070944049
2018-01-04 18:30:06,2018-01-04 21:44:57,8,низ,384,0.6103340029199393
2018-01-04 18:30:06,2018-01-04 21:44:57,8,верх,76,0.6671967168642216
2018-01-04 18:30:06,2018-01-04 21:44:57,10,верх,300,0.2645419463773469
2018-01-04 21:57:43,2018-01-05 01:30:09,12,низ,125,0.7496652986351935
2018-01-04 21:57:43,2018-01-05 01:30:09,12,верх,341,0.9333065701122042
2018-01-04 21:57:43,2018-01-05 01:30:09,11,низ,129,1.0739329857690498
2018-01-04 21:57:43,2018-01-05 01:30:09,11,верх,3,0.99219761610639
2018-01-04 21:57:43,2018-01-05 01:30:09,10,низ,409,1.450827715860576
2018-01-04 21:57:43,2018-01-05 01:30:09,10,верх,87,1.4802128153633152
2018-01-04 21:57:43,2018-01-05 01:30:09,9,верх,56,1.3119378492470763
2018-01-04 21:57:43,2018-01-05 01:30:09,8,низ,254,1.2058921826243698
2018-01-04 21:57:43,2018-01-05 01:30:09,8,верх,289,1.3006841736051962
2018-01-04 21:57:43,2018-01-05 01:30:09,9,низ,6,1.599982509538354
2018-01-05 01:44:44,2018-01-05 04:57:24,11,верх,246,0.7451538265711373
2018-01-05 01:44:44,2018-01-05 04:57:24,12,верх,487,0.7488541088714799
2018-01-05 01:44:44,2018-01-05 04:57:24,11,низ,24,0.47219361280013394
2018-01-05 01:44:44,2018-01-05 04:57:24,10,низ,27,0.6864961927627847
2018-01-05 01:44:44,2018-01-05 04:57:24,12,низ,21,0.16337077463068872
2018-01-05 01:44:44,2018-01-05 04:57:24,9,низ,55,0.5786906543682132
2018-01-05 01:44:44,2018-01-05 04:57:24,8,верх,399,0.3041855834460922
2018-01-05 01:44:44,2018-01-05 04:57:24,10,верх,116,0.6114502204935581
2018-01-05 01:44:44,2018-01-05 04:57:24,9,верх,305,0.7630418277335498
2018-01-05 01:44:44,2018-01-05 04:57:24,8,низ,97,0.7974235843762469
2018-01-05 05:10:23,2018-01-05 08:20:04,8,верх,26,1.034227095915616
2018-01-05 05:10:23,2018-01-05 08:20:04,8,низ,179,0.6900003321882318
2018-01-05 05:10:23,2018-01-05 08:20:04,9,верх,272,0.7487572873418025
2018-01-05 05:10:23,2018-01-05 08:20:04,9,низ,373,0.8263641814139017
2018-01-05 05:10:23,2018-01-05 08:20:04,10,верх,85,1.0048726950465605
2018-01-05 05:10:23,2018-01-05 08:20:04,10,низ,105,1.023662516845677
2018-01-05 05:10:23,2018-01-05 08:20:04,11,верх,264,0.8002206191939883
2018-01-05 05:10:23,2018-01-05 08:20:04,11,низ,109,0.878163270316195
2018-01-05 05:10:23,2018-01-05 08:20:04,12,верх,463,0.2604578854682787
2018-01-05 05:10:23,2018-01-05 08:20:04,12,низ,493,0.8716367714892908
2018-01-05 08:32:24,2018-01-05 12:18:44,12,верх,196,0.3162268392847779
2018-01-05 08:32:24,2018-01-05 12:18:44,11,низ,153,0.9001264648346821
2018-01-05 08:32:24,2018-01-05 12:18:44,11,верх,341,0.8601148320855145
2018-01-05 08:32:24,2018-01-05 12:18:44,10,низ,146,0.7954954606964525
2018-01-05 08:32:24,2018-01-05 12:18:44,12,низ,331,0.5149564766746234
2018-01-05 08:32:24,2018-01-05 12:18:44,9,низ,17,1.482847110679876
2018-01-05 08:32:24,2018-01-05 12:18:44,9,верх,190,0.7094640130381176
2018-01-05 08:32:24,2018-01-05 12:18:44,8,низ,287,0.897618280980481
2018-01-05 08:32:24,2018-01-05 12:18:44,8,верх,141,1.3768365376927802
2018-01-05 08:32:24,2018-01-05 12:18:44,10,верх,321,0.6237613320663851
2018-01-05 12:32:25,2018-01-05 15:46:29,12,верх,53,0.6435686958417689
2018-01-05 12:32:25,2018-01-05 15:46:29,11,низ,316,0.6639107120229811
2018-01-05 12:32:25,2018-01-05 15:46:29,11,верх,292,1.0261325935661056
2018-01-05 12:32:25,2018-01-05 15:46:29,10,низ,47,0.6353761607886614
2018-01-05 12:32:25,2018-01-05 15:46:29,12,низ,136,0.3710830600114588
2018-01-05 12:32:25,2018-01-05 15:46:29,9,низ,460,0.5538742149668896
2018-01-05 12:32:25,2018-01-05 15:46:29,10,верх,146,0.9885728239599237
2018-01-05 12:32:25,2018-01-05 15:46:29,8,верх,394,0.8202984615609418
2018-01-05 12:32:25,2018-01-05 15:46:29,8,низ,438,1.042726786888928
2018-01-05 12:32:25,2018-01-05 15:46:29,9,верх,258,0.7032944922922596
2018-01-05 15:57:32,2018-01-05 19:35:29,8,верх,375,1.4317593999985123
2018-01-05 15:57:32,2018-01-05 19:35:29,8,низ,220,1.5799135270321398
2018-01-05 15:57:32,2018-01-05 19:35:29,9,верх,252,1.8875181108150976
2018-01-05 15:57:32,2018-01-05 19:35:29,9,низ,360,1.2449164858932436
2018-01-05 15:57:32,2018-01-05 19:35:29,10,низ,129,1.6306954244690606
2018-01-05 15:57:32,2018-01-05 19:35:29,11,верх,418,1.4866373589268516
2018-01-05 15:57:32,2018-01-05 19:35:29,11,низ,441,1.277678695351143
2018-01-05 15:57:32,2018-01-05 19:35:29,12,верх,159,0.6217899586138337
2018-01-05 15:57:32,2018-01-05 19:35:29,12,низ,21,1.0030470006351258
2018-01-05 15:57:32,2018-01-05 19:35:29,10,верх,165,1.2615795367152685
2018-01-05 19:50:19,2018-01-05 23:37:51,10,низ,331,0.8620193778030796
2018-01-05 19:50:19,2018-01-05 23:37:51,12,верх,362,0.2936238161193838
2018-01-05 19:50:19,2018-01-05 23:37:51,11,низ,264,0.558511269429806
2018-01-05 19:50:19,2018-01-05 23:37:51,11,верх,387,0.855672130012165
2018-01-05 19:50:19,2018-01-05 23:37:51,12,низ,137,0.7594752765251249
2018-01-05 19:50:19,2018-01-05 23:37:51,10,верх,439,0.9615741876942597
2018-01-05 19:50:19,2018-01-05 23:37:51,9,верх,128,1.355199566823393
2018-01-05 19:50:19,2018-01-05 23:37:51,8,низ,62,0.8221898276607708
2018-01-05 19:50:19,2018-01-05 23:37:51,8,верх,295,1.2077777218963746
2018-01-05 19:50:19,2018-01-05 23:37:51,9,низ,26,0.9406498971449985
2018-01-05 23:50:28,2018-01-06 02:57:12,12,низ,436,0.44707426660715277
2018-01-05 23:50:28,2018-01-06 02:57:12,12,верх,97,0.3379535638650607
